year,month,day,val
1972,9,11,13.957596
1972,9,12,20.3013
1972,9,13,33.836724
1972,9,14,21.621168
1972,9,15,20.10204
1972,9,16,11.209644
1972,9,17,2.1989664
1972,9,18,1.106676
1972,9,19,4.9639284
1972,9,20,1.01635668
1972,9,21,13.921848
1972,9,22,16.190712
1972,9,23,29.419848
1972,9,24,4.6683648
1972,9,25,0.79807464
1972,9,26,1.6755336
1972,9,27,3.28968
1972,9,28,2.0488896
1972,9,29,7.6263336
1972,9,30,2.0359836
1972,10,1,27.49572
1972,10,2,25.729272
1972,10,3,4.7398392
1972,10,4,7.5832632
1972,10,5,15.42942
1972,10,6,15.03144
1972,10,7,4.8663612
1972,10,8,1.447794
1972,10,9,10.4313096
1972,10,10,4.3080012
1972,10,11,12.241584
1972,10,12,12.888612
1972,10,13,17.47278
1972,10,14,17.589204
1972,10,15,25.881444
1972,10,16,17.799912
1972,10,17,32.5593
1972,10,18,23.738724
1972,10,19,12.804372
1972,10,20,6.7865688
1972,10,21,16.903188
1972,10,22,13.703148
1972,10,23,1.694196
1972,10,24,8.3639304
1972,10,25,11.897928
1972,10,26,19.947492
1972,10,27,15.4602
1972,10,28,12.11382
1972,10,29,5.336442
1972,10,30,7.7654592
1972,10,31,4.129164
1972,11,1,33.84288
1972,11,2,10.6967844
1972,11,3,10.273932
1972,11,4,14.908752
1972,11,5,15.644556
1972,11,6,18.014184
1972,11,7,9.3858912
1972,11,8,4.9568112
1972,11,9,6.8256756
1972,11,10,2.6762616
1972,11,11,3.9874032
1972,11,12,3.63177
1972,11,13,0.29274696
1972,11,14,0.70491384
1972,11,15,0.71858016
1972,11,16,5.8611816
1972,11,17,22.569624
1972,11,18,21.739752
1972,11,19,23.902992
1972,11,20,20.406168
1972,11,21,0.57579876
1972,11,22,0.17801424
1972,11,23,13.219956
1972,11,24,6.1242372
1972,11,25,9.4513068
1972,11,26,0.82947132
1972,11,27,0.79810056
1972,11,28,1.8360108
1972,11,29,41.166468
1972,11,30,39.16782
1972,12,1,1.1592936
1972,12,2,0.81460512
1972,12,3,1.6375068
1972,12,4,0.0052552692
1972,12,5,2.9021328
1972,12,6,0.45574272
1972,12,7,0.3642354
1972,12,8,0.74271168
1972,12,9,0.6126354
1972,12,10,0.052299
1972,12,11,7.2291636
1972,12,12,32.386824
1972,12,13,16.331868
1972,12,14,11.426724
1972,12,15,1.4710788
1972,12,16,12.512016
1972,12,17,61.932384
1972,12,18,25.757244
1972,12,19,3.0453192
1972,12,20,4.0795488
1972,12,21,1.970568
1972,12,22,6.40143
1972,12,23,2.5973892
1972,12,24,0.41826672
1972,12,25,0.67962132
1972,12,26,6.6553164
1972,12,27,4.7383704
1972,12,28,31.33782
1972,12,29,6.0612408
1972,12,30,36.501084
1972,12,31,21.782088
1973,1,1,30.984876
1973,1,2,14.742216
1973,1,3,20.003652
1973,1,4,15.817896
1973,1,5,1.9822968
1973,1,6,4.6478016
1973,1,7,25.95672
1973,1,8,13.736844
1973,1,9,3.1428216
1973,1,10,3.9368268
1973,1,11,7.708662
1973,1,12,10.0064052
1973,1,13,9.7585452
1973,1,14,11.164932
1973,1,15,15.656976
1973,1,16,8.9268372
1973,1,17,4.0065948
1973,1,18,1.5456528
1973,1,19,5.1118452
1973,1,20,2.017602
1973,1,21,3.7154484
1973,1,22,1.119636
1973,1,23,1.1118708
1973,1,24,6.3313704
1973,1,25,2.4341688
1973,1,26,2.4171048
1973,1,27,4.4803368
1973,1,28,4.8807792
1973,1,29,2.0966904
