year,month,day,val
1973,9,21,26.5973
1973,9,22,26.4993
1973,9,23,24.8942
1973,9,24,25.4286
1973,9,25,26.7625
1973,9,26,26.7923
1973,9,27,27.2554
1973,9,28,27.121
1973,9,29,26.6136
1973,9,30,26.7017
1973,10,1,25.6399
1973,10,2,26.0394
1973,10,3,26.4761
1973,10,4,25.9133
1973,10,5,26.8215
1973,10,6,27.3215
1973,10,7,27.3014
1973,10,8,27.8196
1973,10,9,27.8019
1973,10,10,28.0925
1973,10,11,27.4458
1973,10,12,27.4862
1973,10,13,26.7629
1973,10,14,25.8676
1973,10,15,27.2876
1973,10,16,28.0531
1973,10,17,27.5102
1973,10,18,27.9989
1973,10,19,27.7896
1973,10,20,27.5781
1973,10,21,27.636
1973,10,22,27.6508
1973,10,23,27.6924
1973,10,24,27.5397
1973,10,25,27.5853
1973,10,26,27.7783
1973,10,27,26.9069
1973,10,28,27.5524
1973,10,29,27.7614
1973,10,30,28.1319
1973,10,31,27.977
1973,11,1,28.0342
1973,11,2,27.0154
1973,11,3,28.107
1973,11,4,27.1041
1973,11,5,27.5996
1973,11,6,26.8695
1973,11,7,26.2267
1973,11,8,26.0494
1973,11,9,27.0185
1973,11,10,26.2764
1973,11,11,27.1483
1973,11,12,25.3903
1973,11,13,25.8084
1973,11,14,27.2013
1973,11,15,27.829
1973,11,16,28.0781
1973,11,17,27.4742
1973,11,18,27.7673
1973,11,19,24.8658
1973,11,20,25.4638
1973,11,21,27.668
1973,11,22,28.405
1973,11,23,28.0498
1973,11,24,27.6189
1973,11,25,27.5979
1973,11,26,26.6904
1973,11,27,26.7778
1973,11,28,27.4904
1973,11,29,27.5192
1973,11,30,26.962
1973,12,1,26.8221
1973,12,2,27.4407
1973,12,3,26.9998
1973,12,4,26.9979
1973,12,5,27.7321
1973,12,6,27.11
1973,12,7,26.4781
1973,12,8,27.3766
1973,12,9,26.9707
1973,12,10,27.2022
1973,12,11,27.6359
1973,12,12,27.9643
1973,12,13,27.2642
1973,12,14,26.6811
1973,12,15,26.8021
1973,12,16,27.4009
1973,12,17,27.3004
1973,12,18,27.9473
1973,12,19,27.6691
1973,12,20,27.6354
1973,12,21,25.6123
1973,12,22,26.9141
1973,12,23,26.6241
1973,12,24,26.7019
1973,12,25,26.9769
1973,12,26,25.7028
1973,12,27,27.2859
1973,12,28,28.4201
1973,12,29,27.2388
1973,12,30,27.5739
1973,12,31,26.3658
1974,1,1,26.6825
1974,1,2,27.5589
1974,1,3,27.6073
1974,1,4,26.8227
1974,1,5,25.2751
1974,1,6,23.9479
1974,1,7,25.3891
1974,1,8,25.552
1974,1,9,25.7761
1974,1,10,26.4716
1974,1,11,25.3123
1974,1,12,26.0495
1974,1,13,25.1752
1974,1,14,25.2767
1974,1,15,25.9091
1974,1,16,26.2219
1974,1,17,26.6551
1974,1,18,26.3861
1974,1,19,26.6312
1974,1,20,26.4615
1974,1,21,25.9474
1974,1,22,27.2186
1974,1,23,26.8641
1974,1,24,26.6912
1974,1,25,27.2352
1974,1,26,25.6984
1974,1,27,27.1868
1974,1,28,25.7031
1974,1,29,26.3586
1974,1,30,26.951
1974,1,31,27.3096
1974,2,1,27.2279
1974,2,2,26.0269
1974,2,3,26.2902
1974,2,4,25.8837
1974,2,5,26.926
1974,2,6,26.2746
1974,2,7,27.8221
1974,2,8,27.3151
1974,2,9,27.6965
1974,2,10,26.4944
1974,2,11,26.948
1974,2,12,26.9029
1974,2,13,24.1873
1974,2,14,27.1657
1974,2,15,27.6821
1974,2,16,27.7738
1974,2,17,27.1988
1974,2,18,27.8168
1974,2,19,26.3356
1974,2,20,26.9219
1974,2,21,27.0575
1974,2,22,27.0228
1974,2,23,26.7661
1974,2,24,27.0631
1974,2,25,26.817
1974,2,26,26.7064
1974,2,27,27.4159
1974,2,28,26.966
1974,3,1,27.5509
1974,3,2,27.1618
1974,3,3,26.8521
1974,3,4,27.4899
1974,3,5,26.4697
1974,3,6,26.6634
1974,3,7,26.6818
1974,3,8,27.3023
1974,3,9,27.9238
1974,3,10,26.6728
1974,3,11,26.6761
1974,3,12,27.0987
1974,3,13,28.1221
1974,3,14,26.7905
1974,3,15,26.2532
1974,3,16,26.5299
